Basin,Country,Year,GDP,Rural population growth,Urban population growth,Employment in agriculture,Unemployment,GDP per capital ,Energy use per capita,Freshwater withdrawals (agriculture),Internet,Food imports,Inflation,Electricity - hydroelectric,Population density,Energy imports,Government effectiveness,Political stability,SPEI,Mean Temperature,Precipitation,Conflict,is_missing__GDP,is_missing__Rural population growth,is_missing__Urban population growth,is_missing__Employment in agriculture,is_missing__Unemployment,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (agriculture),is_missing__Internet,is_missing__Food imports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources,is_missing__Population density,is_missing__Energy imports,is_missing__Government effectiveness,is_missing__Political stability,is_missing__SPEI,is_missing__Mean Temperature,is_missing__Perception
Jordan,Jordan,1998,-1.124083299,0.971512208,-0.218259068,-1.71472549,1.403693593,-0.903020059,-0.044272337,-1.263561437,-0.577831573,1.409227945,-0.391845375,-1.70500845,-0.485043848,2.41695425,1.007637556,1.256813838,0.320922537,0.489709897,-1.221421678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Viet Nam,1986,-0.588071932,0.867177837,-0.121863749,0.522347591,-0.755936708,0.21365832,-1.45642197,0.38202465,-1.131588815,-0.604606382,-0.398381446,1.103896193,0.536660872,-0.562999941,-1.033165123,0.824916763,0.215574512,0.692972937,1.381224572,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
Mekong,Lao People's Democratic Republic,1997,-1.806010408,0.229393058,2.611093282,2.224636706,-0.949985383,0.216816879,-0.251338533,-0.20827005,-1.131588815,0.868525974,0.68906331,1.066226246,-1.263349832,-0.355132326,-0.992933805,0.800697348,1.014769834,0.964707602,1.37901223,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
Mekong,Lao People's Democratic Republic,2006,-1.496952054,0.118618444,0.599658505,1.852449095,-1.445676254,0.08407588,-1.183898138,0.638987118,-0.617837906,1.672794434,-0.13719751,1.705732267,-1.150058343,0.026932197,-0.195450765,1.063990457,1.09182661,0.994853775,1.446748608,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jordan,Israel,1997,0.075649623,0.685133721,-0.065607668,-1.812478971,0.800121157,-0.163751515,1.395652298,-1.47801406,-0.054958519,-0.60865249,0.001268245,-1.747248937,0.889111659,2.350157491,-1.488470061,-1.741495599,0.106679118,0.570597243,-1.055135605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mekong,Viet Nam,2010,0.1678941,-0.23662335,0.405968937,0.482214279,-1.488321552,0.925086384,-0.405824534,0.927270647,0.921030039,-0.308130979,0.013720328,0.343441832,0.922048757,-0.354517144,0.641573788,1.344743892,-0.69529785,0.838128239,1.132110953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salween,China,1985,0.492149854,-0.066431084,1.045539149,1.019649195,-0.168044607,1.151490726,-0.428271657,-0.006358729,-1.131588815,-1.431888035,0.436343339,1.009107558,0.077970292,-0.129934648,-1.27149499,1.469849581,0.422666191,-1.674105377,0.403840988,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
Ganges Brahmaputra Meghna,China,2018,2.115949599,-1.782786095,-0.108044681,-0.655435958,-0.332083253,1.668616509,1.117581273,-1.578084023,1.240058922,-0.825669284,-0.4908208,-0.099514518,0.33823181,0.250065632,1.467316916,0.807782769,0.483507628,-1.768981505,-0.307217987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Turkey,2012,0.942254618,-0.799951875,-0.378759545,-0.764256733,0.708773552,-0.154806197,0.633746787,-0.029882711,1.109420023,-1.329710898,-0.00285334,0.179362052,-0.042944152,1.679763093,1.39538761,-0.299774596,1.742832652,0.223670762,0.884057098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,1993,0.256131772,-0.149070822,-0.042000181,0.174379284,0.66576957,-0.329151025,0.024419886,-0.950065244,-1.125818789,-0.970662488,1.510354191,0.79561925,-0.254450947,1.112242305,-1.291789879,0.759892595,1.527713969,-0.688565493,0.190556739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Ganges Brahmaputra Meghna,Nepal,2010,-0.809402083,-0.229684027,-0.027412816,1.413826217,0.929982005,1.065319537,-1.105097112,1.369056435,0.237477894,0.470154828,0.019886283,1.70207224,0.562978305,0.071217835,-0.088322678,-0.736377054,-1.112576993,-0.339883799,0.837759738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Turkmenistan,2009,-0.70547735,0.46177576,-0.042835499,-0.345164342,-0.417870758,2.061772748,1.694825975,0.866988734,-0.423362829,0.062872489,0.314151951,-1.766570882,-1.746973555,-1.162356182,-0.637522641,1.749662928,0.185477505,0.369679255,-0.87749073,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Helmand,Iran,2023,0.607766366,-0.805585903,-0.55746615,-1.222593279,0.679548528,1.132428333,0.079806433,0.866392429,1.379576002,1.05001485,1.104076351,1.028532288,-0.518382352,-0.297720596,-0.228612272,-0.868676914,-1.083713322,0.783708546,-2.044878638,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
Mekong,Thailand,2010,0.53340588,-1.32912728,0.650373546,-0.036304872,-1.765252952,-0.479771785,0.748160078,0.410556648,0.763861452,-1.221044751,-0.378024004,-1.070101526,0.240934923,0.794982118,1.00580215,-0.566773037,-0.308213073,1.483055622,0.959382414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,Russian,2002,0.538451336,-0.62003589,-1.974647184,-1.369852325,0.467953197,-1.117104705,1.901405815,-2.154466172,-0.085485559,1.223984812,0.306116803,-0.047158265,-1.932977962,-0.849354277,0.492838837,0.29609784,-0.922591913,-1.710084838,-0.042299178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Afghanistan,2012,-0.712278822,1.868066102,1.416422471,0.567774827,0.464349096,0.557743191,-1.458651271,1.373819756,0.049766985,-1.372002668,-0.143720921,1.374375398,-0.671022209,-0.468190752,-0.622863545,-1.738977159,-0.253709759,0.005958697,-0.947504675,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Indus,Pakistan,2019,0.507247487,0.415332348,-0.206329076,-0.033112793,-0.195699266,-1.659060103,-0.933453986,0.827517116,0.627703031,0.060585698,0.082311644,0.213566559,0.989212592,0.537425752,0.110983869,-1.538576887,0.660746505,0.646902465,-0.326341588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Thailand,2010,0.53340588,-1.32912728,0.650373546,-0.036304872,-1.765252952,-0.479771785,0.748160078,0.410556648,0.763861452,-1.221044751,-0.378024004,-1.070101526,0.240934923,0.794982118,1.00580215,-0.566773037,-0.308213073,1.483055622,0.959382414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Pakistan,2023,0.529582427,0.262093133,-0.195382119,-0.142801923,-0.05370559,-1.835607709,-0.025746399,-0.605867063,0.864585573,0.760114403,0.777946909,1.11852872,-0.100498614,-0.246950492,0.267756262,-1.155344847,1.865763033,0.728266144,-0.566355588,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
Kura-Araks,Armenia,1995,-1.885091973,-0.888807285,-3.016643469,0.699286915,0.234125139,-1.023902717,-0.764155325,-1.377061867,-1.096476593,0.414032596,2.857663458,0.506259418,0.111038408,-0.527031539,-1.349219176,-1.067903897,0.090151361,-1.05765236,-0.188516733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
Maritsa,Turkey,2007,0.831701337,-1.404664913,-1.028994326,-0.768791866,0.887199872,-0.09156016,0.520170176,-0.188718638,0.885897418,-1.835969149,-0.010053187,-0.034450427,-0.103671799,1.654499795,1.276880077,0.182153046,-1.76035531,-0.085878436,0.091658528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Turkey,2009,0.811007618,-0.703737764,-0.283744827,-0.79442357,1.428500369,-0.783693419,0.461952612,-0.053470462,1.004949365,-1.352949715,-0.155751672,-0.045590029,-0.080451687,1.543595924,1.236329898,-0.071836748,-0.120315359,0.198798952,0.52307985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Afghanistan,1995,0.812990925,2.465094906,1.656185882,1.411166338,0.456934304,-0.305426131,0.313774598,1.454231284,0.828759573,0.529743282,0.497921517,-0.537354382,-1.140191942,-1.089730812,1.004623032,-0.193965483,0.735137408,0.059406284,-1.135961529,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Aral Sea,Afghanistan,2017,-0.73882034,1.118914439,0.658646971,0.248384329,1.027531617,0.416873998,-1.458651271,1.373819756,0.507722719,2.282391631,-0.241722417,1.479394712,-0.541677038,-0.509626761,-0.635213034,-2.191166418,0.505963054,-0.880161598,-0.380735633,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
jordan,West Bank,2021,-0.754371267,0.367506453,0.095017841,-1.601519939,2.728669472,-0.468432544,-0.472020879,-1.911078438,1.394547282,1.999069537,-0.588317797,-1.773663304,1.991235925,-0.469349786,0.022971659,-1.040250602,-1.029709031,0.828248239,-0.976911696,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Asi/ Orontes,Syrian,1996,-0.875727702,0.802770974,0.481962428,-0.54018129,0.340869239,0.416873998,-0.117013649,0.272482665,-1.131588815,-0.620597871,-0.037518358,-0.26308572,-0.199080428,-1.500624201,0.01430857,0.748453292,0.181337176,0.188075178,-0.147519436,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amur,Mongolia,2020,-0.891414311,0.493209676,-0.442255416,-0.68491214,0.211837764,-0.835467019,0.78595505,-1.797927662,1.265831688,0.325456496,-0.33167736,-1.427549253,-2.763922695,-2.069894172,0.444260698,2.028803181,-0.964252067,-1.459775254,-0.569803254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Myanmar,1999,-1.092670425,0.198962723,-0.510437458,1.164829235,-1.685773353,0.246743089,-1.453008346,0.330478218,-1.131484679,0.762418409,0.402716262,0.11334552,-0.350853359,-0.319112994,-1.006609541,0.801923307,-0.803284793,0.682737711,1.103583599,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Mekong,Cambodia,2016,-0.584386295,0.202779041,0.34151141,-0.071205454,-1.708214291,0.12182115,-0.986345911,0.830608577,0.947669402,-0.604606382,-0.398381446,0.805211332,-0.116751487,-0.483773791,0.08462169,1.414158999,-1.431536143,1.653845864,1.147376852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Salween,China,2006,1.433903632,-1.429692997,0.628058092,0.179571109,-0.299811532,1.235027525,0.568082397,-1.466680341,0.379875786,-1.77365846,-0.538046381,-0.196429737,0.276719151,-0.07549587,0.952768694,0.51771775,-0.482011978,-1.612967449,0.201172998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Pakistan,2018,0.552027654,0.391712839,-0.27576828,-0.077342632,-0.394546889,-1.471387998,-0.874221548,0.827517116,0.57131314,-0.051785093,-0.234456564,0.070618113,0.972956016,0.587703058,0.168556487,-1.541304123,-1.121954702,0.789841786,-0.829769847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenney,India,1995,0.556859758,0.663161216,0.076958101,1.153424765,0.416804637,-0.025657991,-1.142509124,0.560282224,-1.113888125,-1.382552178,0.065110783,-0.094193692,1.062331411,0.105320243,-0.974626326,1.005283156,-1.029709031,1.293750882,1.612442633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Helmand,Afghanistan,2023,-0.778520286,0.647040596,0.404863315,0.321479026,1.423898523,-1.683844943,-0.147538146,1.454231284,0.645157288,1.026356773,-2.716320574,0.995128895,-1.409077249,-0.454198002,-1.305531682,-1.817685778,-1.119263429,0.309660098,-1.439399465,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
Ganges Brahmaputra Meghna,Bhutan,1990,-2.633010231,0.714016302,2.931098011,0.403512832,-0.777182519,-0.180627947,-2.689179076,-0.51097163,-1.131588815,0.967451258,0.054587016,1.137095166,-1.687484447,-0.673448203,-0.780026333,0.742432699,0.222598673,-0.914334622,0.985207447,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0
Indus,China,1987,0.437075472,0.044789539,1.166534856,0.547725022,0.174306096,0.943749662,-0.362772396,-0.133421402,-1.131588815,-0.560718044,-0.095474477,1.093550198,0.105555324,-0.204710248,-1.007419258,0.354499121,0.448250551,-1.956152122,-1.000980706,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Maritsa,Turkey,1991,0.179600828,-0.449982884,0.239621612,0.435340074,0.53063481,-0.796172366,-0.06557902,0.360034583,-1.131588815,-0.860239283,1.508403205,0.591489681,-0.284047895,0.913831098,-1.04696632,0.92880648,0.212389643,-0.307080819,0.002654775,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Helmand,Pakistan,2013,0.414244935,0.414575581,-0.295871804,0.161535454,-0.73800135,-1.720945403,-0.961263642,0.827517116,0.301568689,-0.02447953,-0.068832703,0.392945188,0.903595142,0.299097647,0.021077685,-1.96090747,-0.009205426,0.501468635,-1.433316114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,1995,0.228676028,-0.217797485,-0.111193738,0.25426213,0.423764918,-0.465785605,0.07803148,-0.722195156,-1.077959189,-0.635676621,1.865894715,0.682074162,-0.225242474,1.218149046,-1.08523888,0.981413983,0.827621989,-0.607974771,0.030131866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Salween,Myanmar,2007,-0.706179269,-0.094319301,-0.819474689,0.849252417,-1.725574166,0.21365832,-1.274981044,0.21725587,-0.998145059,-0.377345773,0.886189576,1.018756112,-0.289117852,-0.7115529,-0.755410019,-0.114270296,1.193477085,0.82456587,1.184938688,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Indus,China,1990,0.559255525,-0.084445875,1.027082878,1.184507799,0.057125868,0.565261113,-0.238334542,-0.306886995,-1.131588815,-1.237138131,-0.395385309,0.035742085,0.14682766,-0.257638793,-1.034227176,0.965957315,0.290499424,-1.941752194,-0.688453772,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Ili/ Kunes He,Kazakhstan,2003,-0.518251888,-0.116538143,-1.236735333,-0.184506597,0.633733606,-0.438225995,1.33099792,-1.282609234,-0.412864226,-0.424651422,-0.143908881,-0.284327034,-2.20701191,-1.404773528,0.058748741,1.594438226,1.530376018,-1.059387888,-0.382394466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,1994,-0.042975213,0.528030365,0.015880696,-1.765660338,0.830295143,-0.070461722,1.331524495,-1.326912315,-0.825432822,-0.670596977,0.160820786,-1.743754572,0.815080048,2.113973249,-1.488470061,-1.741495599,0.106679118,0.662319226,-0.734344178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Kura-Araks,Georgia,1991,-1.224591028,0.369830301,-1.51267074,0.378087779,-0.824494732,-0.130951076,0.985691808,1.45598517,-1.131588815,0.887655941,-0.189110717,1.030106056,-1.190778558,1.990483489,-1.412796832,-1.494110082,-0.166670443,-0.902881004,0.215793901,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
Mekong,China,1997,0.982620748,-0.599805176,0.837677109,0.541344454,-0.648296222,0.762648912,-0.086091893,-1.058676953,-1.109771126,-1.133017302,-0.419837654,-0.099119675,0.219054692,-0.194125788,-1.045568339,0.966748816,0.255728175,-1.100513394,0.483985835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Indus,China,2009,1.696432333,-1.566650602,0.416510905,-0.043471336,-0.223821231,1.861766972,0.753001542,-1.497141127,0.891079039,-1.169790973,-0.96734219,-0.130606181,0.29062401,0.032733986,1.016911643,0.623731736,-0.597807889,-1.988744885,-1.492267712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Egypt,2019,0.504541694,0.651119169,-0.540131411,-0.883080315,0.463399754,-1.042390707,-0.125500577,-0.615212058,1.224515043,1.229300876,0.010874306,-0.663138449,0.046345602,-0.212302072,0.632196683,-0.18456779,0.212389643,0.56090388,-2.368480086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Azerbaijan,1984,0.634675093,0.418986443,-0.449878657,-0.415789187,0.141862944,-0.463511571,1.111408993,-0.387147571,-1.131588815,0.229754349,0.285215092,-0.137092936,0.092965183,0.32159519,0.919514182,-0.078678982,0.419078012,-0.516449124,-0.197280839,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Irrawaddy,China,2023,2.224742909,-2.08178099,-0.755733588,-0.824815536,-0.236728512,1.407309679,0.542795857,-0.543446126,1.367096187,-0.234631317,-0.740215188,1.001963561,-0.053502657,-0.246721639,1.670880378,0.550072669,-1.107340198,-0.155909959,0.821713492,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
Mekong,Cambodia,2006,-1.099923796,0.425959836,-0.36491526,1.046865283,-1.468886186,-0.492811427,-1.40454483,0.830608577,-0.872790421,-0.647156301,-0.184337609,-0.970252805,-0.247632403,-0.555435638,-0.18245693,0.750832713,0.968826772,1.588423438,1.366727088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Indus,India,2003,0.782934501,0.395005579,0.134278974,0.895205678,0.430705047,0.176217354,-1.024505295,0.491624919,-0.481263047,-1.013011738,-0.330877207,-0.331862739,1.209142239,0.26616031,0.752150515,-0.647511329,0.438225766,-0.615036696,0.487469006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenney,Bangladesh,1993,-0.485985918,0.476040575,0.565599951,1.232780329,-0.965358695,-1.366279717,-2.452991959,-0.36321931,-1.131588815,0.740192703,-0.398773076,-0.747285807,2.100377386,0.073477991,-1.014307645,0.804349678,0.212389643,1.168484267,1.876375873,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Ganges Brahmaputra Meghna,Myanmar,1998,-1.215107317,0.232761978,-0.468791575,1.178628506,-1.672935582,0.237676776,-1.442970337,0.400680898,-1.131588815,-0.616878385,1.245072256,0.134163055,-0.361037128,-0.165982821,-0.416541669,-0.618666129,0.690119903,0.337553844,1.502707298,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Mekong,Thailand,1995,0.228676028,0.33937891,-0.428504634,0.744337854,-1.495543255,1.614643144,0.142868601,-0.476140382,-1.082315808,-1.551041835,-0.183841831,-0.605465867,0.107177578,1.002234208,-1.178949487,-0.144228789,0.551641263,1.410833896,0.97810304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Ganges Brahmaputra Meghna,China,2005,1.355582205,-1.411833145,0.758612162,0.288584256,-0.275932132,1.293457854,0.46398715,-1.452165702,0.273786355,-1.626304139,-0.523502377,-0.163552783,0.271655446,-0.102709771,0.755800018,0.563696032,1.223722777,-1.804788218,-0.366769074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2016,-0.811917925,0.007133693,0.481927622,1.174052846,-0.762453569,-0.042967808,-0.262950627,1.093527169,0.752524294,0.419191986,-0.544183037,1.245511865,-1.034222236,-0.331672202,0.430240423,1.797034757,-0.647252923,1.02879534,1.382435425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrawaddy,India,1987,0.446500373,0.801900135,0.357508405,1.080351435,-0.213449406,-0.423484161,-1.257808264,0.77817214,-1.131588815,-0.336339243,-0.007656497,0.898617585,0.897529404,-0.203013159,-1.217952566,0.404266469,0.946357042,0.504407621,1.595145944,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Ganges Brahmaputra Meghna,India,1993,0.446500373,0.716255603,0.137012106,1.185142264,0.444142583,-0.795649435,-1.218608957,0.572512005,-1.131439468,-1.812748759,-0.150928492,0.010186973,1.023159035,0.081505526,-1.1634139,1.243422532,-0.712800804,1.048327481,0.893509317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Karnaphuli,India,1994,0.515263919,0.682183464,0.100584709,1.17157421,0.423957971,-0.365694036,-1.188542018,0.566267971,-1.130856117,-0.890126883,0.066242175,0.077763205,1.042881906,0.075075812,-0.908474252,0.967887315,-0.42640396,0.962258737,1.510140136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Karnaphuli,Myanmar,2000,-1.071126389,0.153732684,-0.554609094,1.124962516,-1.70761933,0.23224906,-1.429950025,0.263279444,-1.131588815,0.833248056,-0.809326765,0.573406551,-0.341286384,-0.434759128,-0.434150259,-0.843955935,0.626422534,1.023451673,2.14895958,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Irrawaddy,India,2015,1.313226287,0.001226427,-0.17358242,0.259152342,0.421253815,0.329000687,-0.497142169,0.414154787,0.557863766,-1.075806881,-0.24667288,-0.48901576,1.379621689,0.633662698,1.002218916,0.019483117,-1.029709031,0.455689181,1.457921175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Nepal,2018,-0.486719845,-0.511784615,-0.228425681,1.181301022,0.930770615,1.21805067,-0.746688756,1.369056435,0.885897418,0.657611635,-0.310404766,1.683733074,0.587743449,0.402932738,-0.153078846,0.514122679,1.454488317,-2.056717573,-0.480974788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Afghanistan,1989,1.596199481,1.345655617,0.472049595,-0.510456852,0.039095055,0.359175761,0.541282195,1.482355295,-1.131588815,-0.320531825,0.194293413,0.258853757,-1.418236375,0.383333315,1.093239117,0.14736153,0.074770755,-1.003863226,0.021056527,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
Jordan,Israel,2023,0.708924149,0.668550054,0.268398194,-1.893859794,-0.53541952,-0.389618163,1.183900984,-0.195460997,1.420898271,-0.037586539,-0.299077658,0.994367395,-0.100501256,0.076535305,2.191530197,-0.593273937,0.450238326,0.837614695,-1.13378048,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Indus,India,2023,1.546574508,-0.29239475,-0.270110598,0.224822111,-0.369829716,0.478021359,0.12129264,0.347364432,-1.131588815,-1.236722027,-0.195101433,1.026243267,0.236451983,-0.328660256,1.443237592,0.403537237,2.03544356,-0.582569627,0.472479556,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2018,-0.753570291,-0.016457119,0.447502131,1.177386274,-0.756058676,0.21365832,-0.182439014,1.069893031,1.003599913,0.302267299,-0.494489112,1.174591463,-1.009409522,-0.44800073,0.105200935,1.656557665,1.340670511,0.973837017,1.40575139,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,2018,0.889459087,-0.733937608,-0.41190261,-1.018281708,0.992642528,0.010939663,0.785739653,0.072247914,1.326041783,-0.850476552,0.326924891,0.005685213,0.027486882,1.661011516,0.836374654,-0.413499925,-1.08719459,-0.299112433,0.358885592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Pakistan,2003,0.049150802,0.854227691,0.173423767,0.154308336,-1.760310342,-1.681167027,-0.986213227,0.867566183,0.011241132,0.144858811,-0.407970247,0.47300097,0.682491211,0.229615731,0.258077513,-0.6944211,-0.449479839,0.497515453,-1.336044614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Afghanistan,1987,0.276714541,-1.019036826,0.239037803,-0.351119476,0.829344226,0.667618316,0.487777094,1.490236138,-1.131588815,-1.03205351,0.034345828,0.258853757,-1.449546568,0.575081098,0.842216811,0.309461281,1.163371441,-0.784931673,-0.005346278,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
Salween,China,2013,1.961128753,-1.514840551,0.234429862,-0.375491712,-0.254932515,1.9807061,1.018755965,-1.455485268,1.116876579,-1.005169982,-0.435574046,-0.1155837,0.312201931,0.149840715,0.907097315,0.51320107,-0.446802881,-1.638417193,0.324854158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Iran,2021,0.583633758,-1.03329881,-0.770115808,-1.162537853,0.721122179,1.206659751,1.581288024,0.613257578,1.373677787,1.952640346,1.078524302,-1.075285593,-0.544755263,-0.494022928,-0.077509155,-0.736956183,-2.220645747,0.716738201,-2.541917479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,2021,0.689990354,-0.062896318,-0.565281372,-1.892199523,-0.200275614,-0.416723399,1.182409397,-1.926812995,1.438125568,-0.156272509,-0.552083426,-1.773663304,1.349013095,0.419328015,2.30923724,-0.181783558,-1.029709031,0.822107696,-1.320316637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bangladesh,1995,-0.426558654,0.4641496,0.552905937,1.209727923,-0.917059118,-1.225946841,-2.343206838,-0.328314559,-1.131588815,0.88685453,0.068685653,-1.075811781,2.139160672,-0.551156236,-1.010585264,0.81459018,-1.283719425,0.829350286,1.527173697,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
Fenney,Bangladesh,1996,-0.337363903,0.440465462,0.533223255,1.189915273,-0.89193776,-1.033308629,-2.354462816,-0.397716988,-1.131588815,0.858532381,-0.459581524,-0.761533549,2.158296597,-0.549420608,0.144883147,0.507164104,0.212389643,1.262353326,1.645702243,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Aral Sea,Uzbekistan,2001,-0.960605946,-0.16955939,-0.2665627,-0.709889106,1.045107968,-0.989036809,0.849041361,0.416183731,-0.816717499,0.822246628,-0.052529006,-0.554890106,-0.499105246,-0.314969142,-1.436906608,-1.098480241,-1.756866524,-0.116866902,-1.226505774,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
